いれてくれよ	ヽ(`Д´)ﾉｲﾚﾃｸﾚﾖ	顔文字
うぇ	(ﾟ∀｡)	顔文字
うぇ	ヽ(ﾟ∀｡)ﾉｳｪ	顔文字
うぇーい	( 0w0)ﾉ ｳｪｰｲ	顔文字
うぇるこね	( ・∀・)ﾉ ｳｪﾙｺﾈ	顔文字
うっ	(´；ω；｀)ｳｯ…	顔文字
うっうー	( ﾟдﾟ)ｳｯｳｰ	顔文字
うっとり	(人´∀｀)．☆．。．:*･ﾟ	顔文字
うっとり	･:*:･(*´∀｀*)ｳｯﾄﾘ･:*:･	顔文字
うー	ｳｰ c(｀Д´ｃ)	顔文字
うーん	(´ε｀；)ｳｰﾝ…	顔文字
ういるす	(・∀・)ｩｨﾙｽｰ!!	顔文字
ううっ	…(；´Д｀)ｳｳｯ…	顔文字
うえーん	(´Д⊂ヽｳｪｪｪﾝ	顔文字
うえーん	･ﾟ･(つД｀)･ﾟ･ ｳｪ—ﾝ	顔文字
うえーん	ｳﾜｧｧ-----｡ﾟ(ﾟ´Д｀ﾟ)ﾟ｡-----ﾝ!!!!	顔文字
うおっ	Σ(ﾟДﾟ)	顔文字
うおっ	Σ(´Д｀ )	顔文字
うおお	Σヽ(｀д´；)ﾉ うおおおお！	顔文字
うざー	ｳｻﾞ━━━(´∀｀；)━━━!!!!	顔文字
うぜぇ	(ﾟДﾟ)ｳｾﾞｪｪｪ	顔文字
うぜぇ	UZEEEEEEEEEEEEEEEEヾ(ﾟДﾟ)ﾉ゛EEEEEEEEEEEEEEEE!!!!!!!!!!	顔文字
うぜー	(`皿´)ｳｾﾞｰ	顔文字
うぜー	(　´Α｀)ｳｾﾞｰ	顔文字
うぜー	ｳｾﾞ━━━━ヽ( `皿´ )ﾉ━━━━!!	顔文字
うそーん	ｳｿｫ━━━Σ(дﾟ|||ﾉ)ﾉ━━━ﾝ!?	顔文字
うつし	゜д゜)鬱死・・・	顔文字
うなー	∈(ﾟ◎ﾟ)∋ｳﾅｰ	顔文字
うひゃー	ｳﾋｬ━━━━━━ヽ(ﾟДﾟ)ﾉ━━━━━━ !!!!!	顔文字
うひょー	( ﾟДﾟ)ｳﾋｮｰ	顔文字
うふふ	(´∀｀*)ｳﾌﾌ	顔文字
うぼぁー	(ﾟДﾟ)ｳﾎﾞｧｰ	顔文字
うまー	(ﾟдﾟ)ｳﾏｰ	顔文字
うまー	(ﾟдﾟ)ｳ-(ﾟДﾟ)ﾏｰ(ﾟAﾟ)ｲ-…ヽ(ﾟ∀ﾟ)ﾉ…ｿﾞｫｫｫｫｫ!!!!	顔文字
うもぉー	(ﾟДﾟ)ｳﾓｫｰ	顔文字
うるさいぞ	ヽ(`Д´)ﾉｳﾙｻｲｿﾞ!	顔文字
うるせぇ	q(ﾟдﾟ )ｳﾙｾｪ	顔文字
うるせー	ｳﾙｾｰ!!(((((;｀Д´)≡⊃)｀Д)､;'.･	顔文字
うわぁ	(；´∀｀)…うわぁ…	顔文字
うわぁ	（､_'' (o)_: ( [三] ) _(o)`_, :::）　うわぁぁぁああ！！	顔文字
うわーん	ヽ(`Д´)ﾉｳﾜｧｧｧﾝ	顔文字
うわーん	εε=ヽ(　｀Д´)ﾉ ｳﾜｧｧｧﾝ	顔文字
うわーん	ｳﾜｧｧｧｧｧｧヽ(｀Д´)ﾉｧｧｧｧｧｧﾝ!	顔文字
うわーん	(ﾟ∀ﾟ)━( ﾟ∀)━( 　ﾟ)━(　　)━(´ 　)━(Д´ )━(｀Д´)ｳﾜｧｧｧﾝ!!	顔文字
うんうん	(ﾟдﾟ)(｡_｡)(ﾟдﾟ)(｡_｡) ｳﾝｳﾝ	顔文字
うんこ	ヽ( ・∀・)ﾉ ｳﾝｺｰ	顔文字
うんこ	(ﾉ・∀・)ﾉ=●ｳﾝｺｰ!!	顔文字
うんこ	μηκο..._φ(ﾟ∀ﾟ )ｱﾋｬ	顔文字
うんこ	ξﾐヽ(・∀・)ﾉξ ｳﾝｺﾅｹﾞﾏｸﾘ	顔文字
うんこ	( ﾟ∀ﾟ)つ●ｳﾝｺｸｳｶ?　⊂(ﾟ∀ﾟ )ｾﾝｷｭｩｰ♪	顔文字
うんこ	●ヽ(ﾟ∀ﾟ)ﾉ● ｳﾋｮｰ　!　ｳﾝｺｲﾀﾀﾞｷﾏｰｽ	顔文字
うんこ	●_(ﾟ∀ﾟ )≡　ﾓﾋｮﾋｮﾋｮﾋｮ　ヽ(Ａ`)ﾉ≡　ｺﾗｧｧｧ!! ｳﾝｺｶｴｾﾖー!!	顔文字
うんこびーむ	（ ・∀・)∩　ウンコビ━━━━━━━━━━━━━━ム	顔文字
う゛ぁー	('A`)ｳﾞｧｰ	顔文字
う゛ぉけ	(　ﾟДﾟ)ｳﾞｫｹ!!	顔文字
えっ	ﾟ(∀) ﾟ ｴｯ?	顔文字
えっ	(ﾟДﾟ≡ﾟДﾟ)ｴｯﾅﾆﾅﾆ?	顔文字
えっ	Σ ﾟдﾟ≡( 　 ノ)ﾉ ｴｯ?	顔文字
えっ	Σ(ﾟдﾟ) ｴｯ!? ｵﾖﾋﾞﾃﾞﾅｲ!?	顔文字
えっちー	ｵﾆｰﾁｬﾝ(*・∀・*)ｴｯﾁｰ!!	顔文字
えっちー	ｸﾞﾊｯΣ(´Д｀(○=(´∀＼*)ﾓｫｴｯﾁｰ!!	顔文字
えっへん	(｀・∀・´)ｴｯﾍﾝ!!	顔文字
えー	( ´ﾟдﾟ｀)ｴｰ	顔文字
えー	Σ(ﾟДﾟ；ｴｰｯ!	顔文字
えー	(￣д￣)ｴｰ	顔文字
えーん	(つд⊂)ｴｰﾝ	顔文字
ええ	工ｴｴｪｪ(´д｀)ｪｪｴｴ工	顔文字
ええ	工ｴｴｪｪ(´ﾟдﾟ｀)ｪｪｴｴ工	顔文字
ええ	ｴｪ━━━━━( ﾟÅﾟ；)━━━━━!!?	顔文字
ええ	工工工ｴｴｴｴｴｴｪｪｪｪｪｪ(ﾟДﾟ)ｪｪｪｪｪｪｴｴｴｴｴｴ工工工	顔文字
ええー	エェ——（・３・）——！！	顔文字
ええじゃないか	ヽ(ﾟдﾟ)ノ　ええじゃないか	顔文字
えくすたしー	(*´д｀*)ｴｸｽﾀｼｨｰ	顔文字
えぐいな	（　´ー｀）＜ ｴｸﾞいな	顔文字
えへへ	(∀｀*ゞ)ｴﾍﾍ	顔文字
えへへ	(*´σｰ｀)ｴﾍﾍ	顔文字
えへへ	ヽ(°▽、°)ﾉｴﾍﾍﾍﾍ	顔文字
えらいな	（ ﾟÅﾟ） ＜ ｴﾗいな	顔文字
えろいな	（　・∀・）＜ ｴﾛいな	顔文字
おっけー	( ｀д´)b ｵｯｹｰ!	顔文字
おっけー	ｵｯｹｰ☆⌒d(´∀｀)ノ	顔文字
おっぱい	(　ﾟ∀ﾟ)o彡°おっぱい！おっぱい！	顔文字
おっふぇ	オッフェ(=ﾟωﾟ)ﾉ	顔文字
おーい	( ｣ﾟДﾟ)｣ｵｰｲ!	顔文字
おーい	L(・∀・ L) ｵｰｲ　　(」・∀・)」 ｵｰｲ	顔文字
おいおい	ヾ(ﾟДﾟ )ｫｨｫｨ	顔文字
おいおい	ヾ(・∀・；)ｵｲｵｲ	顔文字
おいなりさん	└────→ωヽ(ﾟДﾟ　) 残念 私のおいなりさんだ	顔文字
おいら	σ(ﾟ∀ﾟ ∬	顔文字
おうっ	(￣Д￣)ﾉ ｵｳｯ	顔文字
おえー	(´ж｀;)ｩ･･ｩｯﾌﾟ･･･	顔文字
おえー	ｵｴ━━━━━━(´Д｀|||)━━━━━━!!!!	顔文字
おおー	ｫｵｰ!!(ﾟдﾟ屮)屮	顔文字
おおー	ｫォｵオー!!ヽ(ﾟдﾟヽ)(ﾉﾟдﾟ)ﾉ オｵォｫー!!	顔文字
おおみみ	（＼＿／）	顔文字
おかえりー	ｵｶヽ(´∀｀ )ﾉｴﾘｰ!!	顔文字
おかえりー	ε＝ヾ( ・∀・)ﾉ　　　ｵｶｴﾘｰ! ヽ(・∀・ )ﾉ	顔文字
おぎゃー	ﾐ・。・ﾐ　ｵｷﾞｬｰ	顔文字
おくれよ	ヽ(´ー｀)ノｵｸﾚﾖ	顔文字
おさいせん	( ﾟДﾟ)ﾉ⌒⑤┃奉納┃	顔文字
おさげ	⌒ﾟ( ´∀`)ﾟ⌒ｵｻｹﾞ	顔文字
おしり	(´∀｀(⊃*⊂)	顔文字
おせーよ	ｵｾｪﾖ(　ﾟдﾟ)､ﾍﾟｯ	顔文字
おちゃ	旦~	顔文字
おちゃ	(　ﾟДﾟ)⊃旦 ﾁｬﾉﾒﾔ	顔文字
おちゃ	( ´・ω・｀)_且~~ ｲｶｶﾞ?	顔文字
おちゃ	ｵﾁｬﾄﾞｿﾞ ( ﾟдﾟ)_旦~)`νﾟ)･;'ｱﾁﾁ!!	顔文字
おちゃ	ドｳﾓ( ・∀・)っ旦	顔文字
おちゃ	且⊂(ﾟ∀ﾟ*)ｳﾏｰ	顔文字
おちゃ	(・∀・)つ目　ｵﾁｬﾉﾒ!	顔文字
おつかれー	ｵﾂｶﾚｰ(_´Д｀)ﾉ~~	顔文字
おつかれちゃーん	ｵﾂｶﾚﾁｬ━━━━(　´∀｀)━━━━ﾝ!!!!	顔文字
おてあげ	∩(・∀・)∩　ﾓｳ ｵﾃｱｹﾞﾀﾞﾈ	顔文字
おとじゃ	（´<_｀　）	顔文字
おなら	○|￣|＿ =3 ﾌﾞｯ	顔文字
おなら	(ﾟдﾟ（　 人　 ） =3 ﾌﾞｯ	顔文字
おなら	(ﾟдﾟ（ ::: * ::: ） =3 ﾌﾞｯ	顔文字
おにぎり	／■＼	顔文字
おはよう	( ノﾟДﾟ)おはよう	顔文字
おばけ	ｵﾊﾞｹｪ〜ﾍ(ﾟдﾟﾍ))))))〜	顔文字
おひさ	ｵﾋｻ☆^v(*´Д｀)人(´Д｀*)v^☆ｵﾋｻ	顔文字
おまえがなー	(　‘∀‘)ｵﾏｴｶﾞﾅｰ	顔文字
おまえもなー	(　´∀｀)ｵﾏｴﾓﾅｰ	顔文字
おまえもなー	Σ(;´Д｀)＜オ、オマエモナー！	顔文字
おまえもなー	オマエモナー(=ﾟωﾟ)つ)ﾟ∀ﾟ)ｸﾞｧ	顔文字
おめでたー	ｵﾒﾃﾞﾀ━━━━( ∀ )ﾟﾟ━━━━!!	顔文字
おめでとう	お(・∀・)め(・∀・)で(・∀・)と(・∀・)う！	顔文字
おめでとちゃーん	ｵﾒﾃﾞﾄﾁｬ━━━━(　´∀｀)━━━━ﾝ!!!!	顔文字
おめでとん	おめで㌧	顔文字
おもー	( ＞Д＜；)ｵﾓｰ	顔文字
おもすれー	おもすれー（　^ω^）	顔文字
おやすみー	(つ∀-)ｵﾔｽﾐｰ	顔文字
おら	( ﾟДﾟ)ｵﾗ!	顔文字
おらっしゃー	|＿↑　∩( ﾟДﾟ）⊂ヽ　おらっしゃあぁぁ！！！	顔文字
おれもなー	(＾∀＾ヾ|ｦﾚﾓﾅｰ	顔文字
おろおろ	ヽ(д｀ヽ)｡｡ｵﾛｵﾛ｡｡(ノ´д)ノ	顔文字
おわったな	(・ー・) ｵﾜｯﾀﾅ	顔文字
おわた	＼(^o^)／ｵﾜﾀ	顔文字
おんどぅる	（　0ｗ0）	顔文字
かっ	Σ(; ﾟДﾟ)ｶｯ	顔文字
かーちゃん	J( 'ｰ`)し	顔文字
かえる	(・∀・)ｶｴﾙ!!	顔文字
かえれ	(・∀・)ｶｴﾚ!!	顔文字
かえれ	荒らしｷﾀ━(ﾟ∀ﾟ)━( ﾟ∀)━( 　ﾟ)━(　　)━(　　)━(・ 　)━(∀・ )━(・∀・)━ｶｴﾚ!!!!!	顔文字
かかってこい	ｶｶｯﾃｺｲ!щ(ﾟДﾟщ)	顔文字
かきかき	φ(｀д´)ｶｷｶｷ	顔文字
かきかき	....φ(・ω・｀ )ｶｷｶｷ	顔文字
かこいい	(・∀・)ｶｺｲｲ!!	顔文字
かこいい	ｶｺ(・∀・)ｲｲ!!	顔文字
かさかさ	 へ(へ´∀`)へ ｶｻｶｻ	顔文字
かさかさ	 癶(癶;ﾟёﾟ;)癶 ｶｻｶｻ	顔文字
かぱー	ω(ﾟωﾟ)ω ｶﾊﾟｰ	顔文字
かぷんこ	(・∀・)ノｶﾌﾟﾝｺ!	顔文字
かみ	ネ申	顔文字
かみ	(ﾟ∀ﾟ)神のﾖｶｰﾝ	顔文字
かみ	ネ申..._φ(ﾟ∀ﾟ )ｱﾋｬ	顔文字
かめん	<=( ´∀｀)	顔文字
かもーん	щ(ﾟдﾟщ)ｶﾓｰﾝ	顔文字
かもーん	(屮ﾟДﾟ)屮ｶﾓｫｫｫﾝ	顔文字
かもーん	~ﾍ(´ー｀*) ｶﾓｰﾝ	顔文字
かゆい	(δ´ω｀)ｶﾕｲ	顔文字
かるしうむ	(　 ﾟДﾟ)⊃⌒>゜)))彡 ｶﾙｼｳﾑとれやﾌｫﾙｧ!!	顔文字
かわいい	ヵヮ｡ﾟ+.(・∀・)ﾟ+.ﾟィィ!!	顔文字
かわいそす	(´・ω・)ｶﾜｲｿｽ	顔文字
かんさつ	|дﾟ)ｶﾝｻﾂ	顔文字
かんどー	(　；∀；) ｶﾝﾄﾞｰｼﾀ	顔文字
かんどー	(　；∀；) ｲｲﾊﾅｼﾀﾞﾅｰ	顔文字
かんどー	ﾐﾐ彡　￣ﾟ￣'　〈￣ﾟ￣ .|ﾐミ彡 　正直、感動した	顔文字
がっ	■━⊂(　・∀・) 彡 ｶﾞｯ☆`Д´)ﾉ	顔文字
がっ	ヽ( ・∀・)ﾉ┌┛ｶﾞｯΣ(ﾉ`Д´)ﾉ	顔文字
がっかり	(´・ω・｀)ｶﾞｯｶﾘ…	顔文字
がっくり	orz	顔文字
がっくり	＿|￣|○	顔文字
がっくり	＿|￣|○ il||li	顔文字
がーん	Σ(ﾟдﾟlll)ｶﾞｰﾝ	顔文字
がーん	ｶﾞ━━(;ﾟДﾟ)━━ﾝ!!	顔文字
がーん	ｶﾞ━━(;ﾟДﾟ)━(　ﾟД)━(　　ﾟ)━(　　 )━(ﾟ;　 )━(Дﾟ; )━(ﾟДﾟ;)━━ﾝ!!!!!	顔文字
がいしゅつ	( 》 ﾟДﾟ)ｶﾞｲｼｭﾂです	顔文字
がいじん	(ﾟ⊇ﾟ)ｶﾞｲｼﾞｿｰ	顔文字
がおー	ヽ（ﾟ皿ﾟ)ヽ ｶﾞｵｰ!!	顔文字
がくぶる	((((；ﾟДﾟ))))ｶﾞｸｶﾞｸﾌﾞﾙﾌﾞﾙ	顔文字
がくぶる	(((((((( ；ﾟДﾟ))))))))ｶﾞｸｶﾞｸﾌﾞﾙﾌﾞﾙｶﾞﾀｶﾞﾀﾌﾞﾙﾌﾞﾙ	顔文字
がなー	(　‘∀‘)	顔文字
がんがれ	ｶﾞﾝ(　ﾟдﾟ)ｶﾞﾚ	顔文字
がんがれ	(,,ﾟДﾟ) ｶﾞﾝｶﾞﾚ!	顔文字
きゃ	ヾ(*´∀｀*)ﾉｷｬｯｷｬ	顔文字
きゃ	ヽ(・∀・ )ﾉ ｷｬｯ ｷｬｯ	顔文字
きゃっほーい	ヽ(*´∀｀)ノ ｷｬｯﾎｰｲ!!	顔文字
きゃー	Σ(ﾟ∀ﾟﾉ)ﾉｷｬｰ	顔文字
きゃー	ｷｬ━━━━(ﾟ∀ﾟ)━━━━!!	顔文字
きゅん	(・∀・)ｷｭﾝｷｭﾝ!	顔文字
きゅん	(ﾟ∀ﾟ)ﾉ ｷｭﾝｷｭﾝ!	顔文字
きょろ	o(ﾟДﾟ = ﾟДﾟ)o ｷｮﾛｷｮﾛ	顔文字
きょろ	Σ(ﾟДﾟ；≡；ﾟдﾟ)	顔文字
きょろ	(ﾟ∀ﾟ　)三　三(　ﾟ∀ﾟ)	顔文字
きっく	ｳﾘｳﾘ ﾍ(#ﾟДﾟ)┌θ)ﾟﾛﾟ)ﾉ	顔文字
きっく	ヽ( ・∀・)ﾉ┌┛Σ(ノ `Д´)ノ	顔文字
きっく	Σ(ﾟ∀´(┗┐ヽ(・∀・ )ﾉ	顔文字
きーっ	(　ﾟ皿ﾟ)ｷｰｯ!!	顔文字
きかー	帰化━━━< ｀Д´>━< ｀Д>━< ｀>━<　　 >━( ｀ )>━(∀｀)>━<(´∀｀ )>━━━!!!!	顔文字
きがー	<丶´Д｀> 	顔文字
ききーん	(丶。�ﾟ)	顔文字
ききーん	(丶´�｀)	顔文字
きこえなーい	(∩ﾟдﾟ)ｱｰｱｰきこえなーい	顔文字
きたー	ｷﾀ━(ﾟ∀ﾟ)━!	顔文字
きたー	ｷﾀ━━━━(ﾟ∀ﾟ)━━━━!!	顔文字
きたー	ｷﾀ━━━(Дﾟ(○=(ﾟ∀ﾟ)=○)Дﾟ)━━━!!!	顔文字
きたー	ｷﾀ━━━ヽ(∀ﾟ )人(ﾟ∀ﾟ)人( ﾟ∀)ノ━━━ !!!	顔文字
きたー	ｷﾀ━ヽ(ヽ(ﾟヽ(ﾟ∀ヽ(ﾟ∀ﾟヽ(ﾟ∀ﾟ)ﾉﾟ∀ﾟ)ﾉ∀ﾟ)ﾉﾟ)ﾉ)ﾉ━!!!!	顔文字
きたー	ｷﾀｷﾀｷﾀｷﾀ━━━(ﾟ∀ﾟ≡(ﾟ∀ﾟ≡ﾟ∀ﾟ)≡ﾟ∀ﾟ)━━━━!!	顔文字
